question,gold
Edward I đã có những thành tựu nổi bật nào trong suốt quãng thời gian ông trị vì?,"bao gồm cả trung hưng quyền lực hoàng gia sau thời Henry III, thiết lạp Quốc hội là một tổ chức thường trực và vì thế cũng là một hệ thống để tăng thuế, và cải cách pháp luật thông qua các đạo luật"
"Bên cạnh những thành tựu đáng kể của mình, Edward I còn bị chỉ trích vì những điều gì?","ông cũng bị chỉ trích bởi những hành động khác, chẳng hạn những hành vi tàn bạo đối với người Scots, và ban hành Sắc lệnh Trục xuất năm 1290, đuổi cổ người Do Thái ra khỏi nước Anh"
Nguyên nhân nào khiến người Do Thái không thể ở Anh trong giai đoạn năm 1290 - 1656?,"Sắc lệnh Trục xuất năm 1290, đuổi cổ người Do Thái ra khỏi nước Anh"
Thân phụ và thân mẫu của Edward I là ai?,Henry III và Eleanor xứ Provence
Nguồn gốc của cái tên Edward là gì?,"Edward là một cái tên Anglo-Saxon, và không thường được đặt cho các thành viên hoàng tộc sau Cuộc chinh phục của người Norman, nhưng Henry rất tôn kính Edward the Confessor, và quyết định dùng tên này đặt làm tên thánh cho con trai trưởng của mình"
Henry và Edward I thân thiết với nhau như thế nào?,"Henry xứ Almain vẫn tiếp tục là một người bạn thân thiết của hoàng tử, họ đồng hành trong cuộc nội chiến và sau đó là cuộc Thập tự chinh"
Hugh Giffard là ai?,phụt hân của Quan Thủ quỹ sau này Godfrey Giffard
"Sau khi Giffard mất vào năm 1246, ai là người thay thế ông trong việc chăm sóc Edward?",Bartholomew Pecche
Ai là cha của Henry xứ Almain?,Richard xứ Cornwall
Sức khỏe của Edward gặp những vấn đề gì trong suốt thời trẻ?,"ông ngã bệnh năm 1246, 1247 và 1251"
"Biệt danh ""Longshanks"" của Edward có nghĩa là gì?","có nghĩa là ""chân dài"" hay ""cẳng chân dài"""
Sử gia Michael Prestwich đã có những nhìn nhận như thế nào về các ưu thế ngoại hình của Edward?,"""cánh tay dài mang lại cho ông những thợi thế của một kiếm vị, đùi dài cần cho một kị sĩ"
Màu tóc của Edward đã có những thay đổi như thế nào trong suốt quãng đời của ông?,"Vào thời trẻ, ông có mái tóc xoăn vàng; đến lúc trường thành là màu tối, và khi về già nó ngả sang màu trắng"
"Điều gì đã ""phá hỏng"" những nét nổi bật trên khuôn mặt của Edward?",mí mắt trái vị cụp
Nhược điểm về ngoại hình của Longshanks là gì?,mí mắt trái vị cụp
Vì sao Henry III lại sắp xếp cho Edward kết hôn với Eleanor khi chỉ mới vừa 14 tuổi?,người Anh lo ngại về một cuộc xâm lược của Castile vào tỉnh Gascony
Eleanor là ai?,em gái khác mẹ của Alfonso X của Castile
Lễ kết hôn giữa Edward I và Eleanor diễn ra ở đâu?,ở Nhà nguyện Santa María la Real de Las Huelgas thuộc Castile
"Edward đã nhận được gì trong cuộc hôn nhân ""sắp đặt"" này?","hoàng tử trẻ được nhận trợ cấp trị giá 15,000 marks một năm"
Phụ cấp mà Edward nhận?,Edward không nhận được gì nhiều từ cả chính quyền và cả từ các nguồn thu trong tỉnh này
"Sau năm 1257, Edward đã có mối quan hệ đối với ai?",Edward ngày càng gắn bó với phái Poitevin và Lusignan – em trai khác mẹ của nhà vua Henry III – dẫn đầu là William de Valence
"Vì sao sự liên kết giữa Edward và phái Poitevin, Lusignan lại gây sự chú ý?","bởi vì hai nhóm quý tộc gốc ngoại quốc nắm nhiều đặc quyền đang bực bội với tầng lớp quý tộc Anh, và họ sẽ đứng trung tâm trong phong trào cải cách của các nam tước những năm tiếp theo"
"Trong giai đoạn năm 1254-1257, ai là người gây ảnh hưởng lên Edward?","người bà con bên ngoại, được gọi là Savoyards, người đáng chủ ý nhất là Peter xứ Savoy, cậu của hoàng hậu"
Điều gì đã khiến người ta nghi ngờ về phẩm chất cá nhân của Edward?,những câu chuyện kể về các hành vi ngang ngược và bạo lực bởi Edward và phe cánh Lusignan của ông
"Vào đầu năm 1255, Edward đã thể hiện quan điểm chính trị độc lập của mình như thế nào?","ông đứng về phía gia tộc Soler ở Gascony, trong cuộc xung đột dai dẳng giữa hai nhà Soler và Colomb"
Quan điểm chính trị của Edward mang đặc điểm gì?,trái với chính sách chủ trương hòa giải giữa các phe phái địa phương của phụ thân ông
Sự kiện gì đã diễn ra vào tháng 5 năm 1258?,một nhóm người có quyền thế đã lập ra một yêu sách cải cách chính phủ của nhà vua - nó được gọi là Điều khoản Oxford
Thái độ của Edward đối với Điều khoản Oxford là gì?,Edward đứng về phía các đồng minh chính trị của mình và phản đối mạnh mẽ Điều khoản
"Tháng 3 năm 1259, Edward đã có những việc làm gì?","ông tham gia liên minh với một trong những nhà lãnh đạo phái cải cách, Richard de Clare, Bá tước Gloucester"
Yếu tố nào đã dẫn đến sự thay đổi của Edward?,Montfort sẽ hỗ trợ đáng kể cho sự nghiệp của ông ở Gascony
Thái độ của Edward I khi nhà vua Henry III sang Pháp vào tháng 11?,những hành vi của Edward trở nên hoàn toàn không chịu phục tùng
"Sau khi nhà vua Henry III trở về Anh, mối quan hệ giữa ông và Edward đã có những bước thay đổi nào?","ban đầu ông từ chối gặp con trai, nhưng qua sự trung gian hòa giải của Bá tước Cornwall và Tổng Giám mục Canterbury, hai người đã hòa giải với nhau"
Edward I đã có những hành động gì vào tháng 11 năm 1260?,"ông lại liên minh với Lusignans, người đã bị đày sang Pháp"
Edward đã làm gì khiến cho nhà vua Henry III nghi ngờ về lòng trung thành của ông?,Ông có rất nhiều cuộc hẹn với các nhà lãnh đạo của cách
Điều gì đã khiến Edward bị mất ưu thế sau khi trở về Anh quốc đầu năm 1262?,do vấn đề tài chính
"Năm 1263, Edward được vua Henry giao nhiệm vụ gì?",vua Henry cử ông đến một chiến dịch ở Wales chống lại Llywelyn ap Gruffudd
"Vào thời khắc phong trào cải cách nam tước bùng nổ, triều đình hoàng gia Anh đã gặp những biến cố gì?","Vào thời khác đó, nhà vua dường như chuẩn bị thoái vị để đáp ứng đòi hỏi của các nam tước, và Edward bắt đầu kiểm soát tình hình"
Thái độ của Edward như thế nào trước sự khơi lại của phong trào cải cách nam tước?,Edward kiên quyết bảo vệ quyền lực của hoàng gia và của phụ thân của ông
Edward đã làm những gì để bảo vệ quyền lực hoàng gia?,"Ông liên minh lại với những người mà ông đã xa lánh trước kia, trong số đó có người bạn thân thời trẻ, Henry xứ Almain, và John de Warenne, Bá tước Surrey – và lấy lại Lâu đài Windsor từ tay quân phiến loạn"
Sự kiện gì đã diễn ra trong những năm 1264-1267?,"cuộc xung đột gọi là Chiến tranh Nam tước thứ hai, giữa lực lượng các nam tước chống đối dẫn đầu là Simon de Montfort chống lại những người trung thành với nhà vua"
Edward đã khơi nguồn trận chiến ở thành phố Gloucester với mục đích gì?,nhằm chiếm lại đất này từ tay quân thù
"Khi Bá tước Robert de Ferrers đến hỗ trợ lực lượng phiến quân, phản ứng của Edward như thế nào?",Edward đàm phán một thỏa thuận ngừng chiến với bá tước
"Khi chiến đấu với lực lượng của Montfort ở London, Edward đã mắc phải sai lầm gì?","ông đã mải mê đuổi theo quân thù, và khi ông trở lại thì lực lượng hoàng gia còn lại đã bị đánh bại"
"Theo thỏa thuận Mise of Lewes, điều gì đã xảy ra với Edward?",Edward và Henry xứ Almain bị đưa đến làm con tin của Montfort
Hành động của Edward là gì sau khi nhận thấy sự ủng hộ dành cho Montfort ngày càng cạn kiệt?,Edward giành lại Worcester và Gloucester mà không cần nhiều cố gắng
"Nhận ra liên minh giữa Montfort và Llyewlyn tiến công về phía đông hợp lực với lực lượng con trai Simon, Edward đã có phản ứng như thế nào?","Edward lập kế mở cuộc tấn công bất ngờ vào Lâu đài Kenilworth, nơi Montfort con bị phanh thây, trước khi ông tiếp tục đánh bá tước Leiceiter"
Cuộc đại chiến thứ hai giữa Montfort và Edward diễn ra ở trận nào?,"là Trận Evesham, ngày 4 tháng 8 1265"
Số phận của Montfort như thế nào sau khi ông bị thua trận đánh với quân đội hoàng gia?,sau khi thua trận ông bị giết và phanh thây trên chiến trường
Do đâu mà Edward bị mang tiếng là người không đáng tin cậy?,Qua những hành động lừa dối bá tước Derby tại Gloucester
Chiến dịch mùa hè đã tác động đến Edward như thế nào?,"ông bắt đầu học hỏi nhiều thứ từ những sai lầm, và có những hành động giành được sự tôn trọng và ngưỡng mộ của người đương thời"
"Vào thời điểm Giáng sinh, Edward đã có những động thái gì?",ông ký một thỏa thuận với Simon de Montfort con và các đồng minh của hắn tại Đảo Axholme thuộc Lincolnshire
Thái độ của Edward đối với các cuộc đàm phán là như thế nào?,không tham gia nhiều vào các cuộc đàm phán sau chiến tranh; mối quan tâm chính của ông là cuộc thập tự chinh sắp sửa diễn ra
Điều gì đã diễn ra vào tháng 4?,"Vào tháng 4 có vẻ như Gloucester sẽ khởi động phong trào cải cách, và nội chiến tiếp tục, nhưng sau một cuộc đàm phán lại về các điều khoản của Tuyên ngôn Kenilworth, hai bên đã đi đến thỏa thuận"
Edward I đã bắt đầu cuộc thập tự chinh của mình như thế nào?,"Edward bắt đầu cuộc thập tự chinh bằng một buổi lễ trang trọng ngày 24 tháng 6 1268, với em trai ông Edmund và em họ Henry xứ Almain"
Một trong những cựu thù của Edward tham gia vào cuộc thập tự chinh thứ 9 của ông là ai?,Bá tước Gloucester
Trở ngại lớn nhất của cuộc thập tự chinh là gì?,là vấn đề tài chính
"Bên cạnh khoản vay từ vua Louis IX của Pháp, tài chính của quân Edward đã được cung cấp như thế nào?",phần còn lại phải được cung cấp thông qua việc thu thuế lên giáo dân
"Theo phỏng đoán, lực lượng mà Edward mang theo là bao nhiêu người?",khoảng 225 hiệp sĩ và không nhiều hơn 1000 quân
Ý định ban đầu của đoàn quân Thập tự là gì?,giải vây cho các đồn lũy của người Cơ Đốc ở Acre
Em trai của nhà vua nước Pháp là ai?,"Charles xứ Anjou, người đã tự lập làm Vua của Sicily"
Nhà vua nước Pháp và em trai đã có những động thái gì?,quyết định tấn công các tiểu vương quốc và thiết lập một tòa thành trì kiên cố ở Bắc Phi
